#this file contains all the header lines of the file dmel-all-gene-r4.3.fasta
>FBgn0052100 type=gene; loc=3L:12241499..12243147; ID=FBgn0052100; name=CG32100; 
>FBgn0039395 type=gene; loc=3R:complement(21746764..21748169); ID=FBgn0039395; name=CG14546; 
>FBgn0036262 type=gene; loc=3L:12159905..12161780; ID=FBgn0036262; name=CG6910; 
>FBgn0035965 type=gene; loc=3L:complement(9110153..9111050); ID=FBgn0035965; name=CG14181; 
>FBgn0030294 type=gene; loc=X:11204455..11206154; ID=FBgn0030294; name=CG11750; 
>FBgn0052803 type=gene; loc=X:complement(1756844..1758094); ID=FBgn0052803; name=CG32803; 
>FBgn0020906 type=gene; loc=2L:complement(4954071..4955353); ID=FBgn0020906; name=Jon25Bi; 
>FBgn0011933 type=gene; loc=2R:complement(1669411..1669484); ID=FBgn0011933; name=tRNA:N5:42Ac; 
>FBgn0039300 type=gene; loc=3R:complement(21071674..21073222); ID=FBgn0039300; name=RpS27; 
>FBgn0034548 type=gene; loc=2R:16288592..16289976; ID=FBgn0034548; name=CG13443; 
>FBgn0024250 type=gene; loc=X:7153177..7156848; ID=FBgn0024250; name=brk; 
>FBgn0036995 type=gene; loc=3L:complement(20388531..20398189); ID=FBgn0036995; name=CG5195; 
>FBgn0012016 type=gene; loc=2L:2462593..2462686; ID=FBgn0012016; name=tRNA:Y1:22Fa; 
>FBgn0039114 type=gene; loc=3R:19589579..19592388; ID=FBgn0039114; name=Lsd-1; 
>FBgn0036858 type=gene; loc=3L:complement(19235302..19235901); ID=FBgn0036858; name=CG14088; 
>FBgn0038296 type=gene; loc=3R:complement(11016272..11021932); ID=FBgn0038296; name=CG6752; 
>FBgn0053290 type=gene; loc=3L:21476270..21476785; ID=FBgn0053290; name=CG33290; 
>FBgn0034461 type=gene; loc=2R:15157901..15158476; ID=FBgn0034461; name=CG15124; 
>FBgn0039149 type=gene; loc=3R:19935103..19935732; ID=FBgn0039149; name=CG18428; 
>FBgn0051179 type=gene; loc=3R:17324802..17325812; ID=FBgn0051179; name=CG31179; 
>FBgn0035978 type=gene; loc=3L:complement(9324814..9332798); ID=FBgn0035978; name=UGP; 
>FBgn0013698 type=gene; loc=dmel_mitochondrion_genome:complement(12669..12733); ID=FBgn0013698; name=mt:tRNA:L:CUN; 
>FBgn0023550 type=gene; loc=X:complement(2057975..2059960); ID=FBgn0023550; name=CG18031; 
>FBgn0034296 type=gene; loc=2R:complement(13570926..13571922); ID=FBgn0034296; name=CG10912; 
>FBgn0051353 type=gene; loc=3R:complement(17804516..17804821); ID=FBgn0051353; name=CG31353; 
>FBgn0024211 type=gene; loc=3R:complement(7810584..7819037); ID=FBgn0024211; name=mfas; 
>FBgn0011270 type=gene; loc=3R:complement(8057049..8058475); ID=FBgn0011270; name=Pglym87; 
>FBgn0011660 type=gene; loc=2R:complement(10882935..10886379); ID=FBgn0011660; name=Pms2; 
>FBgn0036164 type=gene; loc=3L:11452521..11459385; ID=FBgn0036164; name=CG7543; 
>FBgn0082181 type=gene; loc=2R:complement(11580131..11580156); ID=FBgn0082181; name=mir-137; 
>FBgn0037644 type=gene; loc=3R:complement(4768400..4770726); ID=FBgn0037644; name=CG11964; 
>FBgn0036927 type=gene; loc=3L:complement(19931552..19934527); ID=FBgn0036927; name=CG7433; 
>FBgn0035572 type=gene; loc=3L:4738876..4739259; ID=FBgn0035572; name=CG13711; 
>FBgn0036943 type=gene; loc=3L:complement(20083452..20092434); ID=FBgn0036943; name=CG7323; 
>FBgn0030408 type=gene; loc=X:12453274..12454858; ID=FBgn0030408; name=CG11085; 
>FBgn0035807 type=gene; loc=3L:complement(7625813..7628692); ID=FBgn0035807; name=CG7492; 
>FBgn0029696 type=gene; loc=X:complement(4062132..4062590); ID=FBgn0029696; name=CG15571; 
>FBgn0026385 type=gene; loc=2R:complement(6835617..6837219); ID=FBgn0026385; name=Or47b; 
>FBgn0030270 type=gene; loc=X:complement(10985838..10986249); ID=FBgn0030270; name=CG15199; 
>FBgn0032181 type=gene; loc=2L:complement(10091582..10092235); ID=FBgn0032181; name=CG13133; 
>FBgn0039677 type=gene; loc=3R:25494880..25496594; ID=FBgn0039677; name=CG18110; 
>FBgn0020294 type=gene; loc=3L:complement(21009408..21065000); ID=FBgn0020294; name=ko; 
>FBgn0031081 type=gene; loc=X:19795626..19802432; ID=FBgn0031081; name=Nep3; 
>FBgn0031822 type=gene; loc=2L:complement(6490151..6490828); ID=FBgn0031822; name=CG9548; 
>FBgn0011764 type=gene; loc=X:16167549..16172830; ID=FBgn0011764; name=Dsp1; 
>FBgn0038266 type=gene; loc=3R:10670765..10672459; ID=FBgn0038266; name=CG3610; 
>FBgn0002856 type=gene; loc=2L:complement(5892298..5892862); ID=FBgn0002856; name=Acp26Ab; 
>FBgn0025625 type=gene; loc=X:complement(1912074..1918071); ID=FBgn0025625; name=CG4290; 
>FBgn0035295 type=gene; loc=3L:1931392..1933797; ID=FBgn0035295; name=CG5690; 
>FBgn0053736 type=gene; loc=2L:21476110..21476145; ID=FBgn0053736; name=snmRNA:430:CR33736; 
>FBgn0033473 type=gene; loc=2R:5538654..5542481; ID=FBgn0033473; name=CG12128; 
>FBgn0004359 type=gene; loc=3R:22707456..22736719; ID=FBgn0004359; name=T48; 
>FBgn0010398 type=gene; loc=2L:10517337..10518991; ID=FBgn0010398; name=Lrr47; 
>FBgn0035171 type=gene; loc=3L:851527..854128; ID=FBgn0035171; name=CG12502; 
>FBgn0032486 type=gene; loc=2L:13219988..13221401; ID=FBgn0032486; name=CG5705; 
>FBgn0033818 type=gene; loc=2R:complement(8764801..8767616); ID=FBgn0033818; name=CG4712; 
>FBgn0052673 type=gene; loc=X:complement(10506383..10506976); ID=FBgn0052673; name=CG32673; 
>FBgn0031114 type=gene; loc=X:20234656..20237088; ID=FBgn0031114; name=cactin; 
>FBgn0037435 type=gene; loc=3R:2171838..2173240; ID=FBgn0037435; name=CG18048; 
>FBgn0001291 type=gene; loc=2R:5608293..5610418; ID=FBgn0001291; name=Jra; 
>FBgn0051445 type=gene; loc=3R:complement(25066301..25070220); ID=FBgn0051445; name=CG31445; 
>FBgn0011295 type=gene; loc=2L:895229..895597; ID=FBgn0011295; name=CG11297; 
>FBgn0004650 type=gene; loc=X:1179346..1186275; ID=FBgn0004650; name=fs(1)N; 
>FBgn0039820 type=gene; loc=3R:26951873..26953058; ID=FBgn0039820; name=CG15554; 
>FBgn0037824 type=gene; loc=3R:6532725..6533105; ID=FBgn0037824; name=CG14684; 
>FBgn0031991 type=gene; loc=2L:8159839..8161797; ID=FBgn0031991; name=CG8506; 
>FBgn0082173 type=gene; loc=2R:complement(15176196..15176219); ID=FBgn0082173; name=mir-4S; 
>FBgn0033955 type=gene; loc=2R:10183279..10186201; ID=FBgn0033955; name=CG12866; 
>FBgn0004396 type=gene; loc=3L:15500673..15518473; ID=FBgn0004396; name=CrebA; 
>FBgn0010100 type=gene; loc=2L:21155949..21160617; ID=FBgn0010100; name=Acon; 
>FBgn0038363 type=gene; loc=3R:11618461..11619116; ID=FBgn0038363; name=Acyp2; 
>FBgn0035639 type=gene; loc=3L:5784920..5786175; ID=FBgn0035639; name=CG5537; 
>FBgn0032644 type=gene; loc=2L:17480447..17481553; ID=FBgn0032644; name=CG5131; 
>FBgn0052062 type=gene; loc=3L:10489952..10567368; ID=FBgn0052062; name=CG32062; 
>FBgn0053100 type=gene; loc=3R:complement(19889511..19934671); ID=FBgn0053100; name=4EHP; 
>FBgn0036249 type=gene; loc=3L:12094010..12095135; ID=FBgn0036249; name=CG11560; 
>FBgn0026878 type=gene; loc=X:complement(1899215..1899883); ID=FBgn0026878; name=CG4325; 
>FBgn0034720 type=gene; loc=2R:complement(17841086..17880687); ID=FBgn0034720; name=CG11206; 
>FBgn0039470 type=gene; loc=3R:complement(22828958..22831191); ID=FBgn0039470; name=CG6296; 
>FBgn0010280 type=gene; loc=3L:16078523..16086623; ID=FBgn0010280; name=Taf4; 
>FBgn0037066 type=gene; loc=3L:21219904..21224151; ID=FBgn0037066; name=Z4; 
>FBgn0003356 type=gene; loc=3R:complement(25749512..25750333); ID=FBgn0003356; name=Jon99Cii; 
>FBgn0032512 type=gene; loc=2L:complement(13371427..13373853); ID=FBgn0032512; name=CG9305; 
>FBgn0036009 type=gene; loc=3L:9503868..9505283; ID=FBgn0036009; name=Or67a; 
>FBgn0011584 type=gene; loc=2L:10009386..10013171; ID=FBgn0011584; name=Trp1; 
>FBgn0038388 type=gene; loc=3R:complement(11787883..11789571); ID=FBgn0038388; name=CG4287; 
>FBgn0053407 type=gene; loc=2R:complement(15261064..15261198); ID=FBgn0053407; name=5SrRNA:CR33407; 
>FBgn0038520 type=gene; loc=3R:13385086..13385919; ID=FBgn0038520; name=CG5829; 
>FBgn0037631 type=gene; loc=3R:complement(4623042..4623623); ID=FBgn0037631; name=CG11776; 
>FBgn0038157 type=gene; loc=3R:complement(9348673..9349257); ID=FBgn0038157; name=CG12538; 
>FBgn0037185 type=gene; loc=3L:22661948..22667289; ID=FBgn0037185; name=CG11367; 
>FBgn0051858 type=gene; loc=2L:complement(12496645..12497295); ID=FBgn0051858; name=CG31858; 
>FBgn0037569 type=gene; loc=3R:complement(4133170..4134344); ID=FBgn0037569; name=tex; 
>FBgn0030192 type=gene; loc=X:10181105..10181860; ID=FBgn0030192; name=CG15307; 
>FBgn0053095 type=gene; loc=3R:20924610..20927870; ID=FBgn0053095; name=CG33095; 
>FBgn0051050 type=gene; loc=3R:complement(24475803..24476202); ID=FBgn0051050; name=CG31050; 
>FBgn0033556 type=gene; loc=2R:complement(6338490..6339170); ID=FBgn0033556; name=CG12343; 
>FBgn0032691 type=gene; loc=2L:complement(18605501..18608171); ID=FBgn0032691; name=CG10414; 
>FBgn0010019 type=gene; loc=X:complement(323871..326155); ID=FBgn0010019; name=Cyp4g1; 
>FBgn0037711 type=gene; loc=3R:5389703..5391814; ID=FBgn0037711; name=CG8228; 
>FBgn0028872 type=gene; loc=2L:complement(14029646..14031534); ID=FBgn0028872; name=CG18095; 
>FBgn0040965 type=gene; loc=2L:complement(9983661..9984657); ID=FBgn0040965; name=CG13130; 
>FBgn0024978 type=gene; loc=X:complement(2586375..2588341); ID=FBgn0024978; name=CG2713; 
>FBgn0033907 type=gene; loc=2R:complement(9688887..9689443); ID=FBgn0033907; name=mRpS16; 
>FBgn0010256 type=gene; loc=X:16282614..16287010; ID=FBgn0010256; name=Rbp2; 
>FBgn0003411 type=gene; loc=X:complement(11166797..11167564); ID=FBgn0003411; name=sisA; 
>FBgn0001189 type=gene; loc=X:1525749..1529267; ID=FBgn0001189; name=hfw; 
>FBgn0034641 type=gene; loc=2R:17132617..17138843; ID=FBgn0034641; name=CG10080; 
>FBgn0001125 type=gene; loc=2L:complement(1984512..1987761); ID=FBgn0001125; name=Got2; 
>FBgn0014028 type=gene; loc=2R:2319424..2320986; ID=FBgn0014028; name=SdhB; 
>FBgn0004436 type=gene; loc=3R:complement(775876..778406); ID=FBgn0004436; name=UbcD6; 
>FBgn0031528 type=gene; loc=2L:complement(3373781..3375408); ID=FBgn0031528; name=CG15412; 
>FBgn0053538 type=gene; loc=2R:15515682..15515754; ID=FBgn0053538; name=CR33538; 
>FBgn0063389 type=gene; loc=2L:complement(9894477..9894544); ID=FBgn0063389; name=snoRNA:U25:30E; 
>FBgn0003687 type=gene; loc=2R:complement(17193782..17195222); ID=FBgn0003687; name=Tbp; 
>FBgn0029830 type=gene; loc=X:5811517..5831932; ID=FBgn0029830; name=Grip; 
>FBgn0029828 type=gene; loc=X:5800866..5803520; ID=FBgn0029828; name=CG6067; 
>FBgn0032193 type=gene; loc=2L:complement(10209853..10210669); ID=FBgn0032193; name=CG5727; 
>FBgn0030990 type=gene; loc=X:complement(19010934..19013892); ID=FBgn0030990; name=CG7556; 
>FBgn0031266 type=gene; loc=2L:568346..572650; ID=FBgn0031266; name=CG2807; 
>FBgn0050182 type=gene; loc=2R:complement(19107123..19108354); ID=FBgn0050182; name=CG30182; 
>FBgn0031816 type=gene; loc=2L:complement(6459079..6463843); ID=FBgn0031816; name=CG16947; 
>FBgn0040107 type=gene; loc=2L:624644..625453; ID=FBgn0040107; name=lectin-21Ca; 
>FBgn0029761 type=gene; loc=X:5185475..5246379; ID=FBgn0029761; name=SK; 
>FBgn0035235 type=gene; loc=3L:complement(1543332..1552140); ID=FBgn0035235; name=CG7879; 
>FBgn0042201 type=gene; loc=3L:16283284..16283955; ID=FBgn0042201; name=Nplp3; 
>FBgn0039564 type=gene; loc=3R:23780743..23782960; ID=FBgn0039564; name=CG5527; 
>FBgn0035232 type=gene; loc=3L:complement(1538895..1541986); ID=FBgn0035232; name=CG12099; 
>FBgn0038610 type=gene; loc=3R:complement(14203842..14206897); ID=FBgn0038610; name=CG7675; 
>FBgn0030131 type=gene; loc=X:complement(9227659..9229457); ID=FBgn0030131; name=CG12654; 
>FBgn0052663 type=gene; loc=X:11657288..11669662; ID=FBgn0052663; name=CG32663; 
>FBgn0032622 type=gene; loc=2L:16906607..16912981; ID=FBgn0032622; name=CG4841; 
>FBgn0052681 type=gene; loc=X:complement(10221957..10226477); ID=FBgn0052681; name=CG32681; 
>FBgn0035671 type=gene; loc=3L:6040442..6040840; ID=FBgn0035671; name=CG6596; 
>FBgn0000928 type=gene; loc=X:2576624..2580315; ID=FBgn0000928; name=fs(1)Yb; 
>FBgn0035016 type=gene; loc=2R:complement(20031284..20033694); ID=FBgn0035016; name=CG4612; 
>FBgn0035776 type=gene; loc=3L:complement(7359522..7361346); ID=FBgn0035776; name=CG8564; 
>FBgn0027658 type=gene; loc=3R:complement(14851890..14854558); ID=FBgn0027658; name=gatA; 
>FBgn0032431 type=gene; loc=2L:complement(12429827..12430893); ID=FBgn0032431; name=CG5435; 
>FBgn0030832 type=gene; loc=X:complement(17064271..17065159); ID=FBgn0030832; name=CG10597; 
>FBgn0013704 type=gene; loc=dmel_mitochondrion_genome:6055..6118; ID=FBgn0013704; name=mt:tRNA:R; 
>FBgn0030166 type=gene; loc=X:complement(9812543..9815979); ID=FBgn0030166; name=CG15251; 
>FBgn0035375 type=gene; loc=3L:2765804..2769542; ID=FBgn0035375; name=pgant6; 
>FBgn0031897 type=gene; loc=2L:complement(7205250..7220029); ID=FBgn0031897; name=CG13784; 
>FBgn0033549 type=gene; loc=2R:6327001..6328131; ID=FBgn0033549; name=CG12936; 
>FBgn0026315 type=gene; loc=3R:complement(6996521..6998386); ID=FBgn0026315; name=Ugt35a; 
>FBgn0040985 type=gene; loc=2L:complement(16883051..16883870); ID=FBgn0040985; name=CG6115; 
>FBgn0050254 type=gene; loc=2R:complement(7168274..7168346); ID=FBgn0050254; name=CR30254; 
>FBgn0051174 type=gene; loc=3R:complement(17694403..17695236); ID=FBgn0051174; name=CG31174; 
>FBgn0034540 type=gene; loc=2R:16172103..16175370; ID=FBgn0034540; name=CG11136; 
>FBgn0033061 type=gene; loc=2R:complement(1586024..1587960); ID=FBgn0033061; name=CG14590; 
>FBgn0035808 type=gene; loc=3L:complement(7629327..7671608); ID=FBgn0035808; name=SP2523; 
>FBgn0034821 type=gene; loc=2R:complement(18597703..18601862); ID=FBgn0034821; name=CG9876; 
>FBgn0051773 type=gene; loc=2L:complement(3911790..3914288); ID=FBgn0051773; name=CG31773; 
>FBgn0028487 type=gene; loc=3R:complement(9520979..9526560); ID=FBgn0028487; name=CG9611; 
>FBgn0033937 type=gene; loc=2R:9957102..9957894; ID=FBgn0033937; name=CG17388; 
>FBgn0016131 type=gene; loc=2R:12094339..12100311; ID=FBgn0016131; name=Cdk4; 
>FBgn0015039 type=gene; loc=2R:complement(2642082..2643948); ID=FBgn0015039; name=Cyp9b2; 
>FBgn0036397 type=gene; loc=3L:complement(13964639..13967139); ID=FBgn0036397; name=CG8783; 
>FBgn0037052 type=gene; loc=3L:complement(21118503..21120516); ID=FBgn0037052; name=CG12977; 
>FBgn0004431 type=gene; loc=3L:complement(1178270..1178834); ID=FBgn0004431; name=LysX; 
>FBgn0034576 type=gene; loc=2R:16532662..16533672; ID=FBgn0034576; name=CG9350; 
>FBgn0033434 type=gene; loc=2R:5105896..5117447; ID=FBgn0033434; name=CG1902; 
>FBgn0051638 type=gene; loc=2L:6491122..6496986; ID=FBgn0051638; name=CG31638; 
>FBgn0035470 type=gene; loc=3L:complement(3880970..3882688); ID=FBgn0035470; name=CG14980; 
>FBgn0051860 type=gene; loc=2L:12164415..12166631; ID=FBgn0051860; name=CG31860; 
>FBgn0040063 type=gene; loc=2R:complement(18751633..18752886); ID=FBgn0040063; name=yip3; 
>FBgn0042712 type=gene; loc=3L:complement(1846415..1848841); ID=FBgn0042712; name=HBS1; 
>FBgn0052324 type=gene; loc=3L:1381938..1382009; ID=FBgn0052324; name=CR32324; 
>FBgn0037217 type=gene; loc=3R:complement(30207..41033); ID=FBgn0037217; name=CG14636; 
>FBgn0050022 type=gene; loc=2R:complement(6903223..6904684); ID=FBgn0050022; name=CG30022; 
>FBgn0050266 type=gene; loc=2R:18330728..18332508; ID=FBgn0050266; name=CG30266; 
>FBgn0032180 type=gene; loc=2L:complement(10064340..10082411); ID=FBgn0032180; name=CG31714; 
>FBgn0038134 type=gene; loc=3R:complement(9117774..9118920); ID=FBgn0038134; name=wntD; 
>FBgn0052418 type=gene; loc=3L:complement(5750264..5751236); ID=FBgn0052418; name=CG32418; 
>FBgn0013751 type=gene; loc=3L:3829685..3845229; ID=FBgn0013751; name=Awh; 
>FBgn0004571 type=gene; loc=2R:11639846..11653101; ID=FBgn0004571; name=spin; 
>FBgn0067702 type=gene; loc=X:complement(4211457..4211479); ID=FBgn0067702; name=mir-303; 
>FBgn0010383 type=gene; loc=X:complement(18522474..18526682); ID=FBgn0010383; name=Cyp18a1; 
>FBgn0051163 type=gene; loc=3R:17959580..18123793; ID=FBgn0051163; name=CG31163; 
>FBgn0036217 type=gene; loc=3L:complement(11844391..11845252); ID=FBgn0036217; name=CG5906; 
>FBgn0029603 type=gene; loc=X:complement(2048101..2049215); ID=FBgn0029603; name=CG14053; 
>FBgn0040506 type=gene; loc=2L:12925619..12929755; ID=FBgn0040506; name=ACXE; 
>FBgn0035041 type=gene; loc=2R:complement(20123021..20146187); ID=FBgn0035041; name=CG13594; 
>FBgn0030491 type=gene; loc=X:13354440..13357752; ID=FBgn0030491; name=CG15753; 
>FBgn0028274 type=gene; loc=X:complement(1318801..1321033); ID=FBgn0028274; name=l(1)G0431; 
>FBgn0037758 type=gene; loc=3R:complement(5623496..5626773); ID=FBgn0037758; name=CG9467; 
>FBgn0036282 type=gene; loc=3L:complement(12373485..12375863); ID=FBgn0036282; name=CG14122; 
>FBgn0003257 type=gene; loc=3R:complement(16896275..16899039); ID=FBgn0003257; name=r-l; 
>FBgn0030063 type=gene; loc=X:8565793..8566737; ID=FBgn0030063; name=CG1789; 
>FBgn0033846 type=gene; loc=2R:9022349..9029019; ID=FBgn0033846; name=mip120; 
>FBgn0013953 type=gene; loc=3R:20672736..20676142; ID=FBgn0013953; name=Esp; 
>FBgn0032446 type=gene; loc=2L:complement(12693872..12694984); ID=FBgn0032446; name=CG5780; 
>FBgn0036857 type=gene; loc=3L:complement(19231731..19234168); ID=FBgn0036857; name=CG9629; 
>FBgn0050001 type=gene; loc=2R:complement(5333745..5334732); ID=FBgn0050001; name=CG30001; 
>FBgn0053644 type=gene; loc=2L:13532085..13532636; ID=FBgn0053644; name=CG33644; 
>FBgn0031861 type=gene; loc=2L:complement(6804619..6805792); ID=FBgn0031861; name=CG17375; 
>FBgn0013700 type=gene; loc=dmel_mitochondrion_genome:171..239; ID=FBgn0013700; name=mt:tRNA:M; 
>FBgn0031992 type=gene; loc=2L:complement(8161921..8162325); ID=FBgn0031992; name=CG8498; 
>FBgn0035143 type=gene; loc=3L:564869..566342; ID=FBgn0035143; name=CG12169; 
>FBgn0046879 type=gene; loc=2R:complement(15215036..15215931); ID=FBgn0046879; name=Obp56c; 
>FBgn0040358 type=gene; loc=X:1056439..1059742; ID=FBgn0040358; name=CG14625; 
>FBgn0051961 type=gene; loc=2L:complement(4186245..4187789); ID=FBgn0051961; name=CG31961; 
>FBgn0010341 type=gene; loc=X:19531021..19533189; ID=FBgn0010341; name=Cdc42; 
>FBgn0037244 type=gene; loc=3R:226212..227739; ID=FBgn0037244; name=CG14647; 
>FBgn0039474 type=gene; loc=3R:complement(22845954..22847100); ID=FBgn0039474; name=CG6283; 
>FBgn0052409 type=gene; loc=3L:5873489..5874864; ID=FBgn0052409; name=CG32409; 
>FBgn0015907 type=gene; loc=2R:16102368..16121717; ID=FBgn0015907; name=bl; 
>FBgn0038359 type=gene; loc=3R:11605527..11606708; ID=FBgn0038359; name=CG5614; 
>FBgn0032397 type=gene; loc=2L:complement(12035995..12038543); ID=FBgn0032397; name=Tom70; 
>FBgn0030314 type=gene; loc=X:11419019..11421368; ID=FBgn0030314; name=CG11696; 
>FBgn0034661 type=gene; loc=2R:complement(17306909..17308482); ID=FBgn0034661; name=CG4386; 
>FBgn0052158 type=gene; loc=3L:complement(16457096..16486325); ID=FBgn0052158; name=CG32158; 
>FBgn0028341 type=gene; loc=X:complement(9473920..9504135); ID=FBgn0028341; name=l(1)G0232; 
>FBgn0035562 type=gene; loc=3L:complement(4610663..4611049); ID=FBgn0035562; name=CG13717; 
>FBgn0051406 type=gene; loc=3R:6174554..6175727; ID=FBgn0051406; name=CG31406; 
>FBgn0029997 type=gene; loc=X:complement(7941813..7947290); ID=FBgn0029997; name=CG2258; 
>FBgn0034920 type=gene; loc=2R:19394574..19396377; ID=FBgn0034920; name=CG5597; 
>FBgn0032295 type=gene; loc=2L:10737347..10740758; ID=FBgn0032295; name=CG12299; 
>FBgn0034612 type=gene; loc=2R:complement(16793302..16797408); ID=FBgn0034612; name=CG10505; 
>FBgn0043044 type=gene; loc=3R:8265322..8273338; ID=FBgn0043044; name=desat1; 
>FBgn0039801 type=gene; loc=3R:complement(26571201..26572010); ID=FBgn0039801; name=CG11315; 
>FBgn0026056 type=gene; loc=3R:16843426..16846475; ID=FBgn0026056; name=Rlip; 
>FBgn0010357 type=gene; loc=2R:6862246..6863043; ID=FBgn0010357; name=betaTry; 
>FBgn0053731 type=gene; loc=2L:21450787..21450822; ID=FBgn0053731; name=snmRNA:430:CR33731; 
>FBgn0035462 type=gene; loc=3L:3790246..3792622; ID=FBgn0035462; name=CG1120; 
>FBgn0011905 type=gene; loc=3R:7957078..7957149; ID=FBgn0011905; name=tRNA:K5:87BC; 
>FBgn0039291 type=gene; loc=3R:complement(21040265..21040860); ID=FBgn0039291; name=CG13663; 
>FBgn0032846 type=gene; loc=2L:20087622..20089040; ID=FBgn0032846; name=CG10721; 
>FBgn0051251 type=gene; loc=3R:complement(13509531..13510633); ID=FBgn0051251; name=CG31251; 
>FBgn0031715 type=gene; loc=2L:complement(5535933..5536726); ID=FBgn0031715; name=tomb; 
>FBgn0031345 type=gene; loc=2L:complement(1516797..1517438); ID=FBgn0031345; name=CG18132; 
>FBgn0030070 type=gene; loc=X:8763401..8763929; ID=FBgn0030070; name=CG3898; 
>FBgn0035483 type=gene; loc=3L:4004971..4006598; ID=FBgn0035483; name=CG1134; 
>FBgn0030830 type=gene; loc=X:17055379..17056586; ID=FBgn0030830; name=CG5172; 
>FBgn0040387 type=gene; loc=X:complement(2234274..2243820); ID=FBgn0040387; name=CG14045; 
>FBgn0003720 type=gene; loc=3R:26678037..26680095; ID=FBgn0003720; name=tll; 
>FBgn0036868 type=gene; loc=3L:19352861..19355292; ID=FBgn0036868; name=CG14087; 
>FBgn0010407 type=gene; loc=2L:10251838..10254686; ID=FBgn0010407; name=Ror; 
>FBgn0030539 type=gene; loc=X:14008698..14009607; ID=FBgn0030539; name=CG1368; 
>FBgn0053743 type=gene; loc=2L:21511230..21511265; ID=FBgn0053743; name=snmRNA:430:CR33743; 
>FBgn0030399 type=gene; loc=X:complement(12396980..12399388); ID=FBgn0030399; name=CG15729; 
